v,d,len_voxel,Dt,trajectories
3.258940873387318,0.6108109676438378,1.0,10.0,100000.0
1.9892466982183588,0.4441205301734972,1.0,10.0,100000.0
2.942017527565537,0.851358035577561,1.0,10.0,100000.0
2.465080534998215,0.8045861398412886,1.0,10.0,100000.0
4.128405946028164,0.6745923033709191,1.0,10.0,100000.0
3.1269244399386507,0.6349987181294467,1.0,10.0,100000.0
4.169165143742938,0.6217883843219345,1.0,10.0,100000.0
2.9504199982039845,0.4928645912044989,1.0,10.0,100000.0
4.574122472722065,0.4115046287726625,1.0,10.0,100000.0
