ρ,K,λn,dn1,dn2,Dnc1,Dnc2,λc,dc1,dc2,Dcn1,Dcn2
25.0,15.0,2.0,0.4,0.6,0.4,0.6,2.0,0.4,0.6,0.2,0.6
