"(1 threads)\sample(log10) second",2.0,2.5,3.0,3.5,4.0,4.5
"2 Cells (SSA)",0.113575,0.439540,1.145720,3.581587,11.186309,33.071471
"2 Cells (SSA)",0.099403,0.282412,0.899164,2.665410,8.589070,26.757494
"10 Cells (SSA)",4.156555,13.12059359,41.58171,144.46476530,437.4259,1362.3028914
"10 Cells (SSA)",3.446577,10.53028025,35.85045,102.706888,333.4667,1004.7084226
"10 Cells (NeuralODE)",2.923956,2.925893,2.947994,2.934101,2.852738,2.754302
"10 Cells (NeuralODE)",2.86899,2.564928,2.660332,2.675215,2.497456,2.447478
