ρ,K,λn,dn1,dn2,Dnc1,Dnc2,λc,dc1,dc2,Dcn1,Dcn2
40.0,15.0,0.1,0.2,0.2,0.01,0.6,4.0,0.2,0.2,0.3,0.6
