k,K,lambda,dn1,dn2,dc1,dc2,Dn1,Dn2,Dc1,Dc2,Dnc1,Dnc2
40.0,15.0,4.0,0.0,0.0,0.4,0.1,0.1,0.2,0.2,0.3,0.2,0.2
